canonical_player_id,canonical_player_name,display_player_name,dismissal_bucket,count,scope,total_dismissals,pct,dismissal_order
raw_223fa03d_3d9f_427f_bcb8_cbabfaa65791,Ben Staggs,Ben Staggs,Caught,59,player,103,57.28155339805825,1
raw_223fa03d_3d9f_427f_bcb8_cbabfaa65791,Ben Staggs,Ben Staggs,Bowled,26,player,103,25.24271844660194,2
raw_223fa03d_3d9f_427f_bcb8_cbabfaa65791,Ben Staggs,Ben Staggs,LBW,11,player,103,10.679611650485437,3
raw_223fa03d_3d9f_427f_bcb8_cbabfaa65791,Ben Staggs,Ben Staggs,Run out,6,player,103,5.825242718446602,4
raw_223fa03d_3d9f_427f_bcb8_cbabfaa65791,Ben Staggs,Ben Staggs,Stumped,1,player,103,0.970873786407767,5
raw_5b5f4a95_672b_4e0d_a0df_cabdb0adadfd,Ben Stewart-Tonkin,Ben Stewart-Tonkin,Caught,1,player,5,20.0,1
raw_5b5f4a95_672b_4e0d_a0df_cabdb0adadfd,Ben Stewart-Tonkin,Ben Stewart-Tonkin,Bowled,3,player,5,60.0,2
raw_5b5f4a95_672b_4e0d_a0df_cabdb0adadfd,Ben Stewart-Tonkin,Ben Stewart-Tonkin,LBW,1,player,5,20.0,3
raw_b711be2e_8c4e_4157_8125_440d84d53e6c,Ben Swadling,Ben Swadling,Caught,5,player,14,35.714285714285715,1
raw_b711be2e_8c4e_4157_8125_440d84d53e6c,Ben Swadling,Ben Swadling,Bowled,3,player,14,21.428571428571427,2
raw_b711be2e_8c4e_4157_8125_440d84d53e6c,Ben Swadling,Ben Swadling,LBW,4,player,14,28.571428571428573,3
raw_b711be2e_8c4e_4157_8125_440d84d53e6c,Ben Swadling,Ben Swadling,Run out,1,player,14,7.142857142857143,4
raw_b711be2e_8c4e_4157_8125_440d84d53e6c,Ben Swadling,Ben Swadling,Stumped,1,player,14,7.142857142857143,5
raw_3aa7c06d_b26a_49f5_ad25_9287af1cf451,Ben Wilden,Ben Wilden,Caught,2,player,3,66.66666666666667,1
raw_3aa7c06d_b26a_49f5_ad25_9287af1cf451,Ben Wilden,Ben Wilden,Run out,1,player,3,33.333333333333336,4
