canonical_player_id,canonical_player_name,display_player_name,premiership_count,seasons,grades,teams,latest_premiership_season,evidence_match_ids,confidence
raw_3e84f700_4996_45f9_8d4f_afab3dd35bda,Mathew Pimlott,Mathew Pimlott,1,Summer 2012/13,B2 Grade,Reynella,Summer 2012/13,3db4f68e-863f-4587-8b89-b1d3d3df32df,high
raw_cae88e85_7ea5_4ced_8f99_113f228d9e4d,Michael Shaw,Michael Shaw,1,Summer 2012/13,B2 Grade,Reynella,Summer 2012/13,3db4f68e-863f-4587-8b89-b1d3d3df32df,high
raw_607112f1_ee81_40bc_bc5d_e08e18d309b5,Rhys Allard,Rhys Allard,1,Summer 2012/13,A3 Grade,Reynella,Summer 2012/13,1be0315c-27d5-4d70-9f3b-86d2f5dfd9b3,high
raw_a9dba5a7_bbcc_4748_a268_91410f098fbd,Stewart Mcinnes,Stewart Mcinnes,1,Summer 2012/13,B2 Grade,Reynella,Summer 2012/13,3db4f68e-863f-4587-8b89-b1d3d3df32df,high
raw_80bb7a2c_81a0_45ca_8727_9cb84f257474,Grant Francis,Grant Francis,1,Summer 2011/12,ISC Teamwear LO Division 4,Reynella,Summer 2011/12,05ae1fcd-01b0-4175-893f-37b9011cc4e0,high
raw_5652e2e6_ff6f_4793_843b_b1a2ecc31505,Jack Carter,Jack Carter,1,Summer 2011/12,ISC Teamwear LO Division 4,Reynella,Summer 2011/12,05ae1fcd-01b0-4175-893f-37b9011cc4e0,high
raw_fe41f5b4_1697_4c34_bbd4_5875c0ecc862,Michael Humphrey,Michael Humphrey,1,Summer 2011/12,ISC Teamwear LO Division 4,Reynella,Summer 2011/12,05ae1fcd-01b0-4175-893f-37b9011cc4e0,high
raw_f6c1d19f_11be_482c_8867_5444c7dade09,Michael Maney,Michael Maney,1,Summer 2011/12,ISC Teamwear LO Division 4,Reynella,Summer 2011/12,05ae1fcd-01b0-4175-893f-37b9011cc4e0,high
raw_3158f368_9763_4acb_b74b_d4d60e785223,Andrew Shaw,Andrew Shaw,1,Summer 2008/09,A3 Grade,Reynella,Summer 2008/09,1a77c5bc-3848-4180-a0b9-ea12185d708b,high
raw_427720ca_acbd_4e70_9ea1_ab061c431036,Callan Semple,Callan Semple,1,Summer 2008/09,A3 Grade,Reynella,Summer 2008/09,1a77c5bc-3848-4180-a0b9-ea12185d708b,high
raw_d809552e_17cb_4c21_8b73_229073a9e9ce,Shaun Dewaal,Shaun Dewaal,1,Summer 2008/09,A3 Grade,Reynella,Summer 2008/09,1a77c5bc-3848-4180-a0b9-ea12185d708b,high
raw_010e034a_ef4e_4ae8_9bbf_cee7128ffda4,Brayden Lobow,Brayden Lobow,1,Summer 2007/08,B2 Grade,Reynella,Summer 2007/08,482e6154-6523-494a-807c-6ac8f80072e5,high
raw_2312a7de_30b8_4017_aa94_d84a6fc419c8,Brett Roberts,Brett Roberts,1,Summer 2007/08,B2 Grade,Reynella,Summer 2007/08,482e6154-6523-494a-807c-6ac8f80072e5,high
jason_jennings,Jason Jennings,Jason Jennings,1,Summer 2007/08,B2 Grade,Reynella,Summer 2007/08,482e6154-6523-494a-807c-6ac8f80072e5,high
raw_bee16feb_c4ef_4751_aef2_a65fcf9ab6f4,Kieron Fitzgerald,Kieron Fitzgerald,1,Summer 2007/08,B2 Grade,Reynella,Summer 2007/08,482e6154-6523-494a-807c-6ac8f80072e5,high
raw_718a4e03_e8e1_492b_b3bd_beee1b9de2ff,Steve Hiern,Steve Hiern,1,Summer 2007/08,B2 Grade,Reynella,Summer 2007/08,482e6154-6523-494a-807c-6ac8f80072e5,high
